Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,fault
-0.1184871777293636,0.7109916537115515,0.03799489285780445,0.2883456638123113,0.7384642041729508,0.7028184143792954,0.5247458644456044,0.599012959866662,0.7065754482303088,0.8072647916168469,No
0.42189801493917234,0.19608909881051395,-0.05733423100890983,1.0464627074402806,0.22359029788811757,0.7286630015805545,0.30044110948679364,0.7702059154085192,0.6553051463139195,0.5309243755134766,No
0.34824650811760194,0.8199903802770999,0.23930492263927347,0.8829577350006486,0.5254386584573927,0.2504659790997043,0.2839032945742955,-6.576429904955189e-05,1.0263652507713972,1.0565385490550654,No
0.7546360494642773,0.26248050546234375,0.035198559377476964,0.7387900793730768,0.5732949870230883,0.9707053452652097,0.7131490543488996,0.41886989468972385,0.35454950947522457,0.1720650190261503,No
0.36823460854837925,0.37557747801571817,0.5770851730746284,0.3656527705928892,0.7515142568197595,0.674248239683749,0.44645936312110823,0.12611829245495842,-0.022543078983681686,0.39103022847313695,No
0.9242758259290375,0.8407926471732874,0.3955480332594756,0.765733436080623,0.8573338052455906,0.4333262850103039,0.9062377130274917,0.14603384864403887,0.14725933233945354,0.6826973573274981,No
0.2690031418878239,0.8205251678872155,0.2180738522235091,1.1132676865251576,1.0769758292438891,0.24960480937879556,0.23393442596768627,0.7840522309192001,0.5608327743060352,0.8251680081366239,Yes
0.34642237778792595,0.7039337308670408,0.6947192533190089,0.6939128021685825,0.9649961058911836,0.28585329430690065,0.6566153975005617,0.44519726774873064,0.5506361181225796,0.05994097134567886,Yes
0.6529017021499571,1.0583747022476446,0.5082545945738511,0.9492917191328878,0.7707087338455317,0.6799671239166002,0.14873787745296785,0.14417904600512807,0.5492552615903188,0.28191948001494926,Yes
0.7428960497400127,0.23312223452768444,0.7055057774028045,0.4356522588323533,0.8043598545710685,0.25658648949002294,0.8952529012252224,0.35264475180296784,0.6532482638540968,0.8995401461014183,Yes
0.8207160436623872,0.24161263978122066,0.6725128756746468,1.0611837330499552,0.7715826430384283,0.6686379657589719,0.5760357945104426,0.9996113580715418,0.2970080463960479,0.5402573884763497,No
0.7940107959452838,0.8220924338760051,1.0945814156317835,0.6858738151694466,0.677711222029776,0.6475357098946444,1.0379939343042894,-0.0739466734472578,0.387375278018567,0.145403777731702,No
0.30854891125020906,0.048942922435819464,0.7666970849596993,0.39314275867905324,0.26511370545887164,0.8317717322743019,0.5231180795742675,0.9481869304747838,0.030322413199978138,-0.04720414769276347,No
-0.07974006660205288,0.29334476331298687,0.2409368758529779,0.6826097269373019,0.6854398349337667,0.701912445214732,0.8124346958694185,0.20127216707674112,0.2743235099492211,0.21583174063853194,Yes
0.8428895211964262,0.881246803296403,0.5679839727041341,0.4473802210632526,0.7696419287795612,0.21711791169387906,0.38486315119447173,0.8156373517496772,0.30727233845339696,1.0424497823845058,No
0.40320980473567697,0.6787550006310543,0.459467195670098,0.5048051591135874,0.4054624390483659,0.3310211895461488,0.08073531490328414,0.6400413853509337,0.12145962381804741,0.6227131858169058,No
0.22408217646201942,0.18182074482685734,1.1555171282447019,0.7060221276612442,0.20440057889257635,0.9232192997487073,0.8413799378563516,0.4052171788278786,0.24397599977739934,0.4227638999094512,No
0.3591626922985658,0.22042600381266567,0.4592533649677013,0.8837056832310616,-0.17709109103547127,0.4073844182049225,0.02599130993065557,0.8222493438437646,0.7935269693235609,0.9034627066857387,No
0.7065669181714245,0.6045780331261533,0.5483387242272875,0.07067999249622842,0.8227808292836571,-0.15307066353855892,0.9942020749053192,0.8345512645663886,0.48089565958946445,0.7083750398688201,Yes
0.6835725524027211,0.07990963492005702,0.6573446689054802,0.8333914472736239,0.515850072265872,0.6075392631428451,0.6280690369633046,0.09118112975991785,0.41829502857603235,0.3354184181193432,No
0.7592337827103826,1.1258220900858475,0.2563664739482551,0.7706701403168527,0.12743627788032472,0.378247782819644,0.47975118661027116,0.2241421172020441,0.4890804310164345,0.719504884857245,Yes
